ANON_ID,Class_ID,Question Id,Prompt,Promptly_Response,Stderr,Stdout,Timestamp
153,COMPSCI101 - Lab 11,3,Write me a Python function called speak and make the letters in the word that look like numbers into numbers so the letter e looks like a 3,"

def speak():
    return '3'","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_RgZZjN/test.c"", line 17, in <module>
    result = speak(test_input)
TypeError: speak() takes 0 positional arguments but 1 was given
",,2023-08-25T07:45:59.979Z
153,COMPSCI101 - Lab 11,3,Write me a Python function called speak and make the letters in the word that look like numbers into numbers,"

def speak(word):
    result = """"
    for char in word:
        if char.isalpha():
            result += char
        else:
            result += str(int(char))
    return result","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_TJjjYL/test.c"", line 23, in <module>
    result = speak(test_input)
  File ""/home/jobe/runs/jobe_TJjjYL/test.c"", line 9, in speak
    result += str(int(char))
ValueError: invalid literal for int() with base 10: ' '
","Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was thezyrie

Test failed for input Toast
Expected result was 70457
But actual result was Toast

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was abcdefghijklmnopqrstuvwxyz

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQRSTUVWXYZ

Test failed for input Hi
Expected result was H1
But actual result was Hi

Test failed for input Test
Expected result was 7357
But actual result was Test

",2023-08-25T07:42:06.421Z
153,COMPSCI101 - Lab 11,3,Write me a Python function called speak and make the letters that look like numbers into numbers,"

def speak(string):
  string = string.replace('one', '1')
  string = string.replace('two', '2')
  string = string.replace('three', '3')
  string = string.replace('four', '4')
  string = string.replace('five', '5')
  string = string.replace('six', '6')
  string = string.replace('seven', '7')
  string = string.replace('eight', '8')
  string = string.replace('nine', '9')
  string = string.replace('zero', '0')
  return string","Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was Set a broken toe

","Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was Set a broken toe

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was abcdefghijklmnopqrstuvwxyz

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was CS ROCKS

Test failed for input Toast
Expected result was 70457
But actual result was Toast

Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was thezyrie

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQRSTUVWXYZ

Test failed for input Test
Expected result was 7357
But actual result was Test

Test failed for input Hi
Expected result was H1
But actual result was Hi

",2023-08-25T07:41:28.041Z
153,COMPSCI101 - Lab 11,3,Write me a Python function called speak and make the letters that look like integers into integers,"

def speak(int1, int2):
    return str(int1) + str(int2)","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_canLsC/test.c"", line 17, in <module>
    result = speak(test_input)
TypeError: speak() missing 1 required positional argument: 'int2'
",,2023-08-25T07:41:12.263Z
153,COMPSCI101 - Lab 11,2,"Write me a Python function called arrange and make the the capital letters become lower case and make the lower case become capital letters and put them in order by capital letters first, and if there are integers or any other shortcuts such as !@ don't print. Put the upper case letters in alphabetical order, and make the lower case go backwards","

def arrange(string):
    upper_case = ''
    lower_case = ''
    for char in string:
        if char.isupper():
            upper_case += char
        elif char.islower():
            lower_case += char
    upper_case = sorted(upper_case)
    lower_case = sorted(lower_case, reverse=True)
    return ''.join(upper_case + lower_case)",,"Test passed for input T12heZ3yrie1

Test passed for input abcabc

Test passed for input <3I LOVE CS<3

Test passed for input 123 X 456

Test passed for input abc BCA

Test passed for input 3asd32df asdsaf3

Test passed for input Z1 x2 v*

Test passed for input asdf

",2023-08-25T07:40:43.404Z
153,COMPSCI101 - Lab 11,2,"Write me a Python function called arrange and make the the capital letters become lower case and make the lower case become capital letters and put them in order by capital letters first, and if there are integers or any other shortcuts such as !@ don't print. Put the letters in alphabetical order.","

def arrange(word):
    upper_case_letters = [letter for letter in word if letter.isupper()]
    lower_case_letters = [letter for letter in word if letter.islower()]
    upper_case_letters.sort()
    lower_case_letters.sort()
    return ''.join(upper_case_letters + lower_case_letters)","Test failed for input abc BCA
Expected result was ABCcba
But actual result was ABCabc

","Test failed for input abc BCA
Expected result was ABCcba
But actual result was ABCabc

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZeehiry

Test passed for input 123 X 456

Test failed for input abcabc
Expected result was ccbbaa
But actual result was aabbcc

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was aaadddffsss

Test passed for input <3I LOVE CS<3

Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was Zvx

Test failed for input asdf
Expected result was sfda
But actual result was adfs

",2023-08-25T07:39:51.063Z
153,COMPSCI101 - Lab 11,2,"Write me a Python function called arrange and make the the capital letters become lower case and make the lower case become capital letters and put them in order by capital letters first, and if there are integers or any other shortcuts such as !@ don't print. Put the letters in alphabetical order. upper case to lowercase","

def arrange(string): 
  lower_string = string.lower() 
  upper_string = string.upper() 
  lower_string_sorted = ''.join(sorted(lower_string)) 
  upper_string_sorted = ''.join(sorted(upper_string)) 
  output = ''.join(sorted(lower_string_sorted + upper_string_sorted)) 
  return ''.join(c for c in output if c.isalpha())","Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was CEILOSVceilosv

","Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was CEILOSVceilosv

Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was VXZvxz

Test failed for input 123 X 456
Expected result was X
But actual result was Xx

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was AAADDDFFSSSaaadddffsss

Test failed for input asdf
Expected result was sfda
But actual result was ADFSadfs

Test failed for input abc BCA
Expected result was ABCcba
But actual result was AABBCCaabbcc

Test failed for input abcabc
Expected result was ccbbaa
But actual result was AABBCCaabbcc

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was EEHIRTYZeehirtyz

",2023-08-25T07:39:40.364Z
153,COMPSCI101 - Lab 11,2,"Write me a Python function called arrange and make the the capital letters become lower case and make the lower case become capital letters and put them in order by capital letters first, and if there are integers or any other shortcuts such as !@ don't print","

def arrange(string): 
  upper_case = """" 
  lower_case = """" 
  for char in string: 
    if char.isupper(): 
      upper_case += char 
    elif char.islower(): 
      lower_case += char 
  return upper_case + lower_case","Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was ILOVECS

","Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was ILOVECS

Test failed for input abcabc
Expected result was ccbbaa
But actual result was abcabc

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZheyrie

Test passed for input Z1 x2 v*

Test failed for input abc BCA
Expected result was ABCcba
But actual result was BCAabc

Test passed for input 123 X 456

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was asddfasdsaf

Test failed for input asdf
Expected result was sfda
But actual result was asdf

",2023-08-25T07:39:01.104Z
153,COMPSCI101 - Lab 11,2,Write me a Python function called arrange and make the the capital letters become lower case and make the lower case become capital letters and put them in order ,"

def arrange(string): 
    upper_case = [] 
    lower_case = [] 
    for char in string: 
        if char.isupper(): 
            upper_case.append(char) 
        else: 
            lower_case.append(char) 
    upper_case.sort() 
    lower_case.sort() 
    result = '' 
    for char in upper_case + lower_case: 
        result += char 
    return result","Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was Z  *12vx

","Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was Z  *12vx

Test failed for input asdf
Expected result was sfda
But actual result was adfs

Test failed for input abcabc
Expected result was ccbbaa
But actual result was aabbcc

Test failed for input <3I LOVE CS<3
Expected result was CEILOSV
But actual result was CEILOSV  33<<

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZ1123eehiry

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was  2333aaadddffsss

Test failed for input 123 X 456
Expected result was X
But actual result was X  123456

Test failed for input abc BCA
Expected result was ABCcba
But actual result was ABC abc

",2023-08-25T07:38:23.715Z
153,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble and make every letter in the word be the letter that is by the number ahead or behind them. e.g., if it is (""mossy"", 1) then do 'npttz'. I","

def scramble(word, num): 
  scramble_word = """" 
  for letter in word: 
    letter_num = ord(letter) + num 
    if letter_num > ord('z'): 
      letter_num -= 26 
    elif letter_num < ord('a'): 
      letter_num += 26 
    scramble_word += chr(letter_num) 
  return scramble_word",,"Test passed for input ('abcxyz', 3)

Test passed for input ('test', 0)

Test passed for input ('test', 26)

Test passed for input ('test', -13)

Test passed for input ('z', 1)

Test passed for input ('a', 1)

Test passed for input ('hello', 3)

Test passed for input ('test', 13)

",2023-08-25T07:37:14.737Z
153,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble and make every letter in the word be the letter that is by the number ahead or behind them. e.g. if it is (""mossy"", 1) then do 'npttz'","

def scramble(word, num):
  scrambled_word = ''
  for letter in word:
    scrambled_word += chr(ord(letter) + num)
  return scrambled_word","Test failed for input ('abcxyz', 3)
Expected result was defabc
But actual result was def{|}

","Test passed for input ('a', 1)

Test failed for input ('abcxyz', 3)
Expected result was defabc
But actual result was def{|}

Test failed for input ('test', 13)
Expected result was grfg
But actual result was ÂrÂ€Â

Test failed for input ('test', -13)
Expected result was grfg
But actual result was gXfg

Test failed for input ('z', 1)
Expected result was a
But actual result was {

Test failed for input ('test', 26)
Expected result was test
But actual result was ÂŽÂÂŽ

Test passed for input ('hello', 3)

Test passed for input ('test', 0)

",2023-08-25T07:36:37.909Z
153,COMPSCI101 - Lab 11,1,Write me a Python function called scramble and make every letter in the word be the letter that is by the number ahead or behind them,"

def scramble(word):
  scrambled_word = """"
  for letter in word:
    letter_position = ord(letter)
    if letter_position == 122:
      scrambled_word += chr(97)
    elif letter_position == 90:
      scrambled_word += chr(65)
    else:
      scrambled_word += chr(letter_position + 1)
  return scrambled_word","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_DrJhXL/test.c"", line 26, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-25T07:36:07.442Z
153,COMPSCI101 - Lab 11,1,Write me a Python function called scramble and make every letter in the word be the letter that is by the number ahead or behind,"

def scramble(word): 
  scrambled = """"
  for i in range(len(word)): 
    letter = word[i]
    if letter == 'z': 
      scrambled += 'a'
    elif letter == 'Z': 
      scrambled += 'A'
    elif letter == ' ':
      scrambled += ' '
    else: 
      scrambled += chr(ord(letter) + 1)
  return scrambled","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_eqgGZh/test.c"", line 28, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-25T07:35:50.762Z
153,COMPSCI101 - Lab 11,1,Write me a Python function called scramble,"

def scramble(string):
    string_list = list(string)
    random.shuffle(string_list)
    return ''.join(string_list)","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_wdTaP4/test.c"", line 19, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-25T07:34:43.975Z
153,COMPSCI101 - Lab 10,3,"Write me a Python function called repeat and repeat each integer on how big the integer is, e.g. like if there is 1, repeat once, if it is 2 repeat twice, print as a integer list","

def repeat(nums): 
  result = [] 
  for num in nums: 
    result += [num] * num 
  return result",,"Test passed for input [1, 1, 1]

Test passed for input [3, 3, 4]

Test passed for input [7]

Test passed for input [5, 1, 3, 2]

",2023-08-22T09:02:13.976Z
153,COMPSCI101 - Lab 10,3,"Write me a Python function called repeat and repeat each integer on how big the integer is, e.g. like if there is 1, repeat once, if it is 2 repeat twice, print as a list","

def repeat(n):
  result = []
  for i in range(n):
    result += [i+1] * (i+1)
  return result","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_ct97kW/test.c"", line 20, in <module>
    result = repeat(test_input)
  File ""/home/jobe/runs/jobe_ct97kW/test.c"", line 5, in repeat
    for i in range(n):
TypeError: 'list' object cannot be interpreted as an integer
",,2023-08-22T09:01:58.728Z
153,COMPSCI101 - Lab 10,3,"Write me a Python function called repeat and repeat each integer on how big the integer is, e.g. like if there is 1, repeat once, if it is 2 repeat twice.","

def repeat(n):
    result = []
    for i in range(n):
        result.extend([i+1]*(i+1))
    return result","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_TAjqU1/test.c"", line 20, in <module>
    result = repeat(test_input)
  File ""/home/jobe/runs/jobe_TAjqU1/test.c"", line 5, in repeat
    for i in range(n):
TypeError: 'list' object cannot be interpreted as an integer
",,2023-08-22T09:01:39.601Z
153,COMPSCI101 - Lab 10,3,Write me a Python function called repeat and repeat the integers by how big the integer is and put it in a list,"

def repeat(integer):
    output = []
    for i in range(integer):
        output.append(integer)
    return output","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_I9Ltjn/test.c"", line 20, in <module>
    result = repeat(test_input)
  File ""/home/jobe/runs/jobe_I9Ltjn/test.c"", line 5, in repeat
    for i in range(integer):
TypeError: 'list' object cannot be interpreted as an integer
",,2023-08-22T09:00:40.959Z
153,COMPSCI101 - Lab 10,3,Write me a Python function called repeat and repeat the integers by how big the integer is,"

def repeat(x):
    return [x] * x","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_sYrxx4/test.c"", line 17, in <module>
    result = repeat(test_input)
  File ""/home/jobe/runs/jobe_sYrxx4/test.c"", line 4, in repeat
    return [x] * x
TypeError: can't multiply sequence by non-int of type 'list'
",,2023-08-22T09:00:29.823Z
153,COMPSCI101 - Lab 10,3,Write me a Python function called repeat and repeat the numbers by how big the number is,"

def repeat(num):
    return [num for i in range(num)]","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_NAG2ox/test.c"", line 17, in <module>
    result = repeat(test_input)
  File ""/home/jobe/runs/jobe_NAG2ox/test.c"", line 4, in repeat
    return [num for i in range(num)]
TypeError: 'list' object cannot be interpreted as an integer
",,2023-08-22T09:00:16.312Z
153,COMPSCI101 - Lab 10,2,Write me a Python function called initials and and only print the first letter on each word as a capital but only print the first letters as a capital,"

def initials(string):
    return ''.join([word[0].upper() for word in string.split()])",,"Test passed for input xxx yyy zzz

Test passed for input a b c d e

Test passed for input Cherries

Test passed for input dog cat fish bird

",2023-08-22T08:59:52.468Z
153,COMPSCI101 - Lab 10,2,"Write me a Python function called initials and and only print the first letter on each word as a capital but if it is like the word is like xxx print the whole thing capital, also only print the letter and not the whole word","

def initials(string):
  output = """"
  for word in string.split():
    if len(word) == 3:
      output += word.upper()
    else:
      output += word[0].upper()
  return output","Test failed for input xxx yyy zzz
Expected result was XYZ
But actual result was XXXYYYZZZ

","Test failed for input xxx yyy zzz
Expected result was XYZ
But actual result was XXXYYYZZZ

Test passed for input a b c d e

Test passed for input Cherries

Test failed for input dog cat fish bird
Expected result was DCFB
But actual result was DOGCATFB

",2023-08-22T08:58:21.559Z
153,COMPSCI101 - Lab 10,2,Write me a Python function called initials and and only print the first letter as a capital but if it is like the word is like xxx print the whole thing capital,"

def initials(word):
  if len(word) == 3:
    return word.upper()
  else:
    return word[0].upper() + word[1:].lower()","Test failed for input dog cat fish bird
Expected result was DCFB
But actual result was Dog cat fish bird

","Test failed for input dog cat fish bird
Expected result was DCFB
But actual result was Dog cat fish bird

Test failed for input xxx yyy zzz
Expected result was XYZ
But actual result was Xxx yyy zzz

Test failed for input Cherries
Expected result was C
But actual result was Cherries

Test failed for input a b c d e
Expected result was ABCDE
But actual result was A b c d e

",2023-08-22T08:57:47.132Z
153,COMPSCI101 - Lab 10,2,Write me a Python function called initials and and only print the first letter as a capital,"

def initials(word):
  return word[0].upper()","Test failed for input xxx yyy zzz
Expected result was XYZ
But actual result was X

","Test passed for input Cherries

Test failed for input xxx yyy zzz
Expected result was XYZ
But actual result was X

Test failed for input dog cat fish bird
Expected result was DCFB
But actual result was D

Test failed for input a b c d e
Expected result was ABCDE
But actual result was A

",2023-08-22T08:57:13.825Z
153,COMPSCI101 - Lab 10,2,Write me a Python function called initials and make the first letter in each word capital ,"

def initials(string):
  return ' '.join(word[0].upper() + word[1:] for word in string.split())","Test failed for input Cherries
Expected result was C
But actual result was Cherries

","Test failed for input Cherries
Expected result was C
But actual result was Cherries

Test failed for input dog cat fish bird
Expected result was DCFB
But actual result was Dog Cat Fish Bird

Test failed for input xxx yyy zzz
Expected result was XYZ
But actual result was Xxx Yyy Zzz

Test failed for input a b c d e
Expected result was ABCDE
But actual result was A B C D E

",2023-08-22T08:56:41.381Z
153,COMPSCI101 - Lab 10,1,Write me a Python function called counter and how many 0s are in the list,"

def counter(lst):
    return lst.count(0)",,"Test passed for input [1, 0, 2, 0, 3]

Test passed for input [0]

Test passed for input [0, 10, 10, 0, 0, 0]

Test passed for input [10, 20, 30]

",2023-08-22T08:55:55.485Z
153,COMPSCI101 - Lab 10,1,Write me a Python function called counter(list_of_numbers),"

def counter(list_of_numbers):
  count = 0
  for num in list_of_numbers:
    if num > 0:
      count += 1
  return count","Test failed for input [0, 10, 10, 0, 0, 0]
Expected result was 4
But actual result was 2

","Test failed for input [0, 10, 10, 0, 0, 0]
Expected result was 4
But actual result was 2

Test failed for input [10, 20, 30]
Expected result was 0
But actual result was 3

Test failed for input [0]
Expected result was 1
But actual result was 0

Test failed for input [1, 0, 2, 0, 3]
Expected result was 2
But actual result was 3

",2023-08-22T08:47:00.239Z
153,COMPSCI101 - Lab 10,1,Write me a Python function called counter,"

def counter(list): 
    count = 0 
    for item in list: 
        count += 1 
    return count","Test failed for input [10, 20, 30]
Expected result was 0
But actual result was 3

","Test failed for input [10, 20, 30]
Expected result was 0
But actual result was 3

Test failed for input [1, 0, 2, 0, 3]
Expected result was 2
But actual result was 5

Test failed for input [0, 10, 10, 0, 0, 0]
Expected result was 4
But actual result was 6

Test passed for input [0]

",2023-08-22T08:46:41.057Z
153,COMPSCI101 - Lab 10,1,Write me a Python function called count,"

def count(input_list):
  ctr = 0
  for element in input_list:
    ctr += 1
  return ctr","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_XXFYWT/test.c"", line 20, in <module>
    result = counter(test_input)
NameError: name 'counter' is not defined. Did you mean: 'count'?
",,2023-08-22T08:46:36.037Z
153,COMPSCI101 - Lab 10,1,Write me a Python function called counter,"

def counter(list): 
    count = 0 
    for element in list: 
        count += 1
    return count","Test failed for input [0, 10, 10, 0, 0, 0]
Expected result was 4
But actual result was 6

","Test failed for input [0, 10, 10, 0, 0, 0]
Expected result was 4
But actual result was 6

Test passed for input [0]

Test failed for input [1, 0, 2, 0, 3]
Expected result was 2
But actual result was 5

Test failed for input [10, 20, 30]
Expected result was 0
But actual result was 3

",2023-08-22T08:46:10.614Z
153,COMPSCI101 - Lab 10,1,Write me a Python function called counters,"

def counters(list_of_numbers):
    counter = {}
    for num in list_of_numbers:
        if num in counter:
            counter[num] += 1
        else:
            counter[num] = 1
    return counter","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_ndaxHk/test.c"", line 23, in <module>
    result = counter(test_input)
NameError: name 'counter' is not defined. Did you mean: 'counters'?
",,2023-08-22T08:45:46.400Z
153,COMPSCI101 - Lab 10,1,Write me a Python function called counter,"

def counter(): 
    count = 0
    while True:
        val = yield count
        if val is not None:
            count = val
        else:
            count += 1","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_wzxBqc/test.c"", line 23, in <module>
    result = counter(test_input)
TypeError: counter() takes 0 positional arguments but 1 was given
",,2023-08-22T08:45:36.525Z
155,COMPSCI101 - Lab 10,1,Write me a Python function called list,"

def list(items):
    result = []
    for item in items:
        result.append(item)
    return result","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_uvfMcv/test.c"", line 20, in <module>
    result = counter(test_input)
NameError: name 'counter' is not defined
",,2023-08-22T11:33:04.868Z
155,COMPSCI101 - Lab 10,1,Write me a Python function called count,"

def count(list): 
    count = 0 
    for item in list: 
        count += 1 
    return count","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_c2f2x3/test.c"", line 20, in <module>
    result = counter(test_input)
NameError: name 'counter' is not defined. Did you mean: 'count'?
",,2023-08-22T11:32:47.068Z
157,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble() takes 2 parameters, a string and an integer.  The function should return a new string made up by changing each letter in the first parameter into the letter that is a particular number of positions away.  The number of positions is specified by the second parameter.  ","

def scramble(string, num):
  result = ''
  for letter in string:
    code = ord(letter) + num
    if code > ord('z'):
      code -= 26
    result += chr(code)
  return result","Test failed for input ('test', -13)
Expected result was grfg
But actual result was gXfg

","Test passed for input ('abcxyz', 3)

Test passed for input ('z', 1)

Test passed for input ('hello', 3)

Test passed for input ('test', 13)

Test passed for input ('test', 0)

Test passed for input ('a', 1)

Test failed for input ('test', -13)
Expected result was grfg
But actual result was gXfg

Test passed for input ('test', 26)

",2023-08-20T06:21:24.729Z
157,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble() takes 2 parameters, a string and an integer.  The function should return a new string made up by changing each letter in the first parameter into the letter that is a particular number of positions away.  The number of positions is specified by the second parameter.  ","

def scramble(string, position):
  scrambled_string = """"
  for letter in string:
    letter_position = ord(letter) + position
    if letter_position > ord('z'):
      letter_position -= 26
    elif letter_position < ord('a'):
      letter_position += 26
    scrambled_string += chr(letter_position)
  return scrambled_string",,"Test passed for input ('z', 1)

Test passed for input ('hello', 3)

Test passed for input ('a', 1)

Test passed for input ('test', 0)

Test passed for input ('abcxyz', 3)

Test passed for input ('test', 26)

Test passed for input ('test', -13)

Test passed for input ('test', 13)

",2023-08-20T06:21:15.977Z
157,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble() takes 2 parameters, a string and an integer.  The function should return a new string made up by changing each letter in the first parameter into the letter that is a particular number of positions away.  The number of positions is specified by the second parameter.  ","

def scramble(string, num):
  scrambled = """"
  for char in string:
    ascii_code = ord(char) + num
    if ascii_code > 122:
      ascii_code -= 26
    scrambled += chr(ascii_code)
  return scrambled","Test failed for input ('test', -13)
Expected result was grfg
But actual result was gXfg

","Test passed for input ('test', 26)

Test passed for input ('test', 0)

Test passed for input ('z', 1)

Test passed for input ('test', 13)

Test passed for input ('a', 1)

Test passed for input ('abcxyz', 3)

Test passed for input ('hello', 3)

Test failed for input ('test', -13)
Expected result was grfg
But actual result was gXfg

",2023-08-20T06:20:47.744Z
157,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble() takes 2 parameters, a string and an integer.  The function should return a new string made up by changing each letter in the first parameter into the letter that is a particular number of positions away.  The number of positions is specified by the second parameter.  ","

def scramble(string, integer):
  scrambled_string = """"
  for char in string:
    new_position = ord(char) + integer
    if new_position > ord('z'):
      new_position -= 26
    elif new_position < ord('a'):
      new_position += 26
    scrambled_string += chr(new_position)
  return scrambled_string",,"Test passed for input ('z', 1)

Test passed for input ('test', -13)

Test passed for input ('abcxyz', 3)

Test passed for input ('test', 0)

Test passed for input ('hello', 3)

Test passed for input ('a', 1)

Test passed for input ('test', 26)

Test passed for input ('test', 13)

",2023-08-20T06:15:40.469Z
157,COMPSCI101 - Lab 11,1,Write me a Python function called scramble() that takes a string and an integer as a parameter.  It will return a new string that has each letter in the parameter string changed to the letter that is a particular number of positions away from letter.  The number of positions away is specified by the second parameter. ,"

def scramble(string, num):
    scramble_string = """"
    for char in string:
        char_code = ord(char)
        if char_code >= 65 and char_code <= 90:
            char_code += num
            if char_code > 90:
                char_code -= 26
            elif char_code < 65:
                char_code += 26
        elif char_code >= 97 and char_code <= 122:
            char_code += num
            if char_code > 122:
                char_code -= 26
            elif char_code < 97:
                char_code += 26
        scramble_string += chr(char_code)
    return scramble_string",,"Test passed for input ('hello', 3)

Test passed for input ('abcxyz', 3)

Test passed for input ('test', 26)

Test passed for input ('test', -13)

Test passed for input ('z', 1)

Test passed for input ('a', 1)

Test passed for input ('test', 0)

Test passed for input ('test', 13)

",2023-08-20T06:08:16.280Z
157,COMPSCI101 - Lab 10,3,Write me a Python function called repeat() that takes a list of integers as a parameter and returns a new list consisting of each integer from the parameter list repeated the number of times indicated by the value of the integer.,"

def repeat(nums):
    result = []
    for num in nums:
        for i in range(num):
            result.append(num)
    return result",,"Test passed for input [3, 3, 4]

Test passed for input [7]

Test passed for input [1, 1, 1]

Test passed for input [5, 1, 3, 2]

",2023-08-19T03:33:18.765Z
157,COMPSCI101 - Lab 10,3,Write me a Python function called repeat() that takes a list of integers as a parameter and returns a new list consisting of each integer from the parameter list repeated the number of times indicated by the value of the integer.,"

def repeat(list): 
  new_list = [] 
  for i in list: 
    for j in range(i): 
      new_list.append(i) 
  return new_list",,"Test passed for input [5, 1, 3, 2]

Test passed for input [7]

Test passed for input [3, 3, 4]

Test passed for input [1, 1, 1]

",2023-08-19T03:32:44.877Z
157,COMPSCI101 - Lab 10,2,"Write me a Python function called initials() that takes a string as a parameter and returns a string consisting of the first letter of each substring, converted to uppercase.","

def initials(string):
    initials = """"
    for word in string.split():
        initials += word[0].upper()
    return initials",,"Test passed for input xxx yyy zzz

Test passed for input Cherries

Test passed for input a b c d e

Test passed for input dog cat fish bird

",2023-08-19T03:27:20.307Z
157,COMPSCI101 - Lab 10,1,Write me a Python function called counter() that returns the number of zeros in the parameter list of numbers.,"

def counter(nums):
    count = 0
    for num in nums:
        if num == 0:
            count += 1
    return count",,"Test passed for input [1, 0, 2, 0, 3]

Test passed for input [0]

Test passed for input [10, 20, 30]

Test passed for input [0, 10, 10, 0, 0, 0]

",2023-08-19T03:24:04.211Z
157,COMPSCI130 - Lab 10,1,Write me a Python function called counter() that takes a parameter of integers and returns the number of zeros in the list.,"

def counter(integers):
    return sum(1 for i in integers if i == 0)",,,2023-08-19T03:20:25.546Z
157,COMPSCI130 - Lab 10,1,Write me a Python function called counter(numbers_list) that returns the number of zeros in the list.,"

def counter(numbers_list):
    return len([x for x in numbers_list if x == 0])",,,2023-08-19T03:17:59.619Z
157,COMPSCI130 - Lab 10,1,Write me a Python function called counter(numbers_list) that returns the number of zeros in the list.,"

def counter(numbers_list):
    return len([x for x in numbers_list if x == 0])",,,2023-08-19T03:17:44.872Z
157,COMPSCI130 - Lab 10,1,Write me a Python function called counter(numbers_list) that returns the number of zeros in the list.,"

def counter(numbers_list):
    return numbers_list.count(0)",,,2023-08-19T03:13:22.918Z
158,COMPSCI101 - Lab 10,1,"Write me a Python function called counter, which calculates the amount of zeros in a random list, e.g is number is 10, then count the zero. Then add a greater than or equal symbol at the end of the list of the count of 0's","

def counter(nums):
  count = 0
  for num in nums:
    if num == 0:
      count += 1
  return count >= 0","Test failed for input [0, 10, 10, 0, 0, 0]
Expected result was 4
But actual result was True

","Test failed for input [0, 10, 10, 0, 0, 0]
Expected result was 4
But actual result was True

Test failed for input [10, 20, 30]
Expected result was 0
But actual result was True

Test passed for input [0]

Test failed for input [1, 0, 2, 0, 3]
Expected result was 2
But actual result was True

",2023-08-22T01:24:56.437Z
